p1,p2,p3
1591,1326,1473
1591,1912,533
1912,1591,1473
1326,1591,1288
587,2690,2691
974,587,2691
587,974,1092
587,1092,2056
587,2056,2689
2690,587,2689
1061,1060,1888
1941,1060,1061
1060,2077,1888
1060,1334,2077
1060,1941,159
1334,1060,159
2327,977,1488
2355,425,2172
977,2355,59
2355,2327,425
2327,2355,977
977,1448,1488
746,1448,977
2,1448,2082
1448,746,2082
1152,746,108
746,1152,2082
2082,1152,1492
1152,2482,1492
1199,451,108
451,1199,2482
451,1152,108
1152,451,2482
2320,746,59
2320,936,746
936,2320,2120
1886,702,466
478,1886,98
2453,891,1670
2453,1670,1587
1335,2453,1587
1616,2453,1335
2453,1616,891
1570,1083,2321
1570,1009,290
1570,2321,1009
1670,1570,290
1083,1570,1670
1223,2682,2683
1545,1223,2683
388,2305,1727
1545,388,1727
2686,388,2685
2305,388,2686
2685,388,2684
388,1545,2684
2189,1415,2174
2457,2189,2174
2189,2457,2696
2697,2189,2696
1415,2189,1882
2189,2697,1882
529,1397,1587
1139,529,1587
427,529,1139
2062,1613,201
2332,1613,2062
2279,743,201
1613,2279,201
2279,1613,2332
2279,2332,539
743,2279,539
759,1626,420
2176,759,420
1626,759,1650
1650,759,1766
759,329,1766
2576,536,2575
536,2576,2577
536,356,1442
356,536,1724
475,356,1724
356,1881,1442
356,475,1881
1478,1724,2481
1478,475,1724
1478,420,1806
420,1478,2481
1510,1478,1806
475,1478,1510
2583,944,2244
207,2583,2244
2583,207,2582
944,2583,2584
2180,1476,1732
1476,1604,1732
1764,2180,58
1968,1764,58
1764,1476,2180
1476,1764,1604
1764,1968,1649
1604,1764,1649
2401,1011,1649
1011,1604,1649
1011,2401,2488
1489,1011,2488
1604,1011,1648
1011,1489,1648
1652,765,2014
691,1652,2014
765,1652,2397
1652,2200,2397
1628,845,1509
1628,691,845
55,1628,1509
1628,1652,691
1107,2210,2488
1173,1107,2488
1107,1173,352
2198,2206,352
1222,2206,1979
2206,1222,352
2206,2198,2190
780,2206,2190
1979,2206,780
763,1222,179
1222,763,352
1107,763,179
763,1107,352
2595,104,2594
104,2593,2594
104,2595,1109
573,104,1109
1836,2176,2369
1836,2369,2397
2200,1836,2397
268,1931,1197
662,1931,2250
1197,1931,662
2386,1361,2479
2386,311,1361
2203,2194,718
2194,360,1857
2194,2203,360
1200,2139,68
1606,1200,68
2139,1200,42
1200,477,42
1200,1606,477
725,2341,2495
2341,1018,2495
1018,2341,570
570,2341,1821
2341,2354,1821
2341,111,2354
914,513,919
914,1242,513
1242,914,1016
914,919,982
1016,914,982
1705,1528,725
1528,1705,400
1992,1705,945
1705,1992,400
1,1528,400
1918,1,400
1,1016,982
1528,1,982
1016,1,304
2229,506,1538
1428,2229,1538
2357,1928,1171
1928,2357,1024
2357,1171,1580
2357,830,1024
830,2357,1596
1140,2357,1580
1596,2357,1140
1428,112,1024
112,1928,1024
1928,112,1855
1855,112,1538
112,1428,1538
1308,6,2076
1784,1308,2076
320,1308,1784
6,1308,7
88,192,106
192,88,2412
88,2289,2412
1533,88,106
2289,88,1533
289,2412,551
289,192,2412
289,551,106
192,289,106
476,315,357
202,315,476
357,315,1268
315,202,1268
240,1460,2001
1460,406,2001
1460,240,1536
406,1460,1536
1347,1479,2187
1479,1347,1560
1554,245,1596
245,830,1596
245,1554,2046
830,245,2046
506,1072,414
1072,417,414
1072,1364,417
324,1214,443
324,2016,2042
324,443,2016
1214,324,547
2212,324,2042
547,324,671
324,2212,671
496,1556,443
496,1610,1556
1214,496,443
496,1214,1130
496,1130,690
1610,496,690
1831,2347,917
1831,321,2347
1831,917,1683
2243,1831,1683
321,1831,2243
2347,1796,2170
321,1796,2347
2170,1796,1495
1796,2140,1495
2108,392,2302
392,2108,2443
860,1175,1281
86,1175,1243
1226,1175,2409
1175,1226,1243
1175,860,777
2409,1175,777
1175,436,1281
1175,86,436
1304,1451,422
2264,86,1243
2264,1699,86
2264,1243,2362
1699,2264,2362
1159,104,573
592,915,2484
915,592,2306
314,1113,2149
314,2414,522
314,2149,2414
2147,314,522
217,314,2147
932,217,883
332,932,883
932,314,217
932,332,1113
314,932,1113
2256,723,1765
723,2256,2147
1765,723,794
723,2147,794
1991,1790,1932
1790,1991,1633
239,1991,1932
1991,239,833
652,571,2446
2085,571,935
571,652,935
1198,2075,2466
1198,1899,2075
1351,1408,1005
1408,1775,1005
433,1408,1351
1408,433,1359
1008,2283,619
433,1008,619
1008,433,1351
1008,1351,1005
2283,1008,794
1008,2454,794
2454,1008,1005
1359,930,1823
433,930,1359
930,84,1477
84,930,942
930,433,942
572,930,1477
930,572,1823
1876,1465,380
1465,960,2403
380,1465,2403
1465,1292,960
1465,1876,1733
1465,1733,2423
1292,1465,2423
194,447,731
1896,194,731
447,194,380
2026,2266,2473
2266,815,2473
2266,1896,815
852,1684,598
2123,852,598
852,2123,1684
1568,1549,272
1549,508,272
1549,1568,2205
1549,2205,1716
276,1549,1716
508,1549,276
508,385,712
1808,385,1558
385,1808,712
385,276,1558
385,508,276
773,2019,1797
2019,773,1047
1797,2019,327
2019,1047,327
773,1186,620
1186,1909,1826
1186,773,1909
2408,795,60
795,1661,1207
1922,795,1207
795,1922,60
1621,2408,1686
1621,795,2408
795,1621,1661
2408,1330,1686
1330,2408,143
1898,1330,143
985,1330,1898
2335,886,1686
2335,1319,886
1319,2335,1063
2159,1774,1063
1774,1319,1063
1774,596,1249
1774,2159,596
15,2061,1195
424,2061,15
2061,439,1195
439,2061,2130
2061,1726,2130
1726,2061,1633
2061,424,1633
45,1981,302
1981,45,1293
1981,1293,212
2444,1981,212
1981,2444,302
783,1692,373
1324,1692,783
373,1692,507
1692,1324,507
1031,376,700
376,421,700
421,376,2308
376,1420,2308
376,1031,1420
840,472,844
472,172,844
472,2173,134
472,840,2173
614,1668,1258
1668,614,278
1051,1668,278
1668,1051,2167
1668,2167,134
221,1668,134
887,34,1172
1317,119,1563
660,1317,1563
1317,660,1320
119,1317,1967
1317,1320,1967
693,527,1813
1534,527,1717
1813,527,1534
2137,693,174
1218,2137,174
527,2137,1717
2137,527,693
2137,371,1717
1572,1517,2492
1572,180,1517
470,174,180
470,1218,174
1572,470,180
2184,847,1777
455,2184,1703
2184,455,847
162,2184,1777
95,2184,162
283,355,1925
355,847,1925
355,283,1777
847,355,1777
83,887,1172
1320,83,1967
887,83,1320
836,2434,2268
836,1056,812
1056,836,2268
836,812,96
2434,836,96
638,1056,1703
2184,638,1703
638,2184,95
455,1738,519
1738,2434,519
2434,1738,2268
1564,1042,1491
831,1383,12
1383,187,12
187,1383,133
735,828,1835
1993,735,1835
597,187,1860
597,2282,581
12,597,581
187,597,12
1028,1893,1900
928,1893,2221
34,1754,1485
1754,1534,1485
887,1754,34
1754,887,1320
1754,660,148
660,1754,1320
63,2221,1813
63,928,2221
115,2221,708
115,2313,2221
115,708,1639
2313,115,1639
754,2062,201
1559,754,201
2062,754,1934
754,1559,1934
232,317,333
317,1480,1581
2504,317,1581
333,317,2504
2185,317,232
317,2185,1480
2185,232,2507
564,2185,2507
1480,2185,2391
2185,564,2391
372,2138,2148
372,1736,2138
2226,372,2148
384,372,2226
384,1262,1800
384,2226,1262
126,2009,2411
126,701,2009
701,126,2265
441,126,2411
2265,126,441
157,1425,1908
1425,157,65
1425,2342,1908
1425,65,2342
2536,1216,2535
1216,2536,2537
1216,386,2162
386,1216,2537
386,2537,2538
1576,386,2538
2162,386,1576
1585,2326,213
1585,1740,2326
1435,1585,213
607,187,133
607,370,187
607,1436,2192
607,133,1436
1851,101,2406
101,781,2406
781,101,1851
1108,243,2237
243,1108,2356
643,1108,2237
2356,1108,1049
1108,876,1049
1108,643,876
243,215,2237
215,243,1656
215,686,2237
215,1656,686
1667,1679,946
1177,1667,946
1667,2418,1679
2418,1566,2053
2053,1566,456
1566,1667,1177
1667,1566,2418
1566,1177,2030
1090,1566,2030
1566,1090,456
171,1869,2201
764,171,2201
171,503,1869
171,764,503
503,1144,1869
1144,1125,1869
1144,503,2125
568,688,2055
2027,568,2055
568,1071,688
2280,282,906
282,1030,906
282,2280,1280
1174,282,1280
1030,282,1174
505,1315,1417
1215,505,1417
505,1215,1258
505,221,1315
1668,505,1258
505,1668,221
156,2246,1850
488,2246,156
1850,2246,583
2246,1783,583
2246,488,1783
1459,556,1969
556,99,1969
99,556,1783
1341,488,727
99,1341,727
488,1341,1783
1341,99,1783
1452,1740,972
1740,1535,2326
1535,1081,2326
1452,1535,1740
1535,1452,2483
2245,32,497
32,2245,1655
2468,2245,497
2245,2468,1394
2141,1467,1942
1467,2141,889
791,2141,1942
889,2141,791
313,382,1689
382,1467,1689
382,313,281
565,382,281
382,565,557
481,382,557
1467,382,481
2186,2287,1687
2287,2186,210
1550,2241,313
281,2241,2470
313,2241,281
2241,1378,2470
2241,1550,1378
1550,2384,331
2384,1550,262
331,2384,967
2384,262,967
2163,879,2158
2163,1389,879
2163,2158,204
1123,2163,204
2163,1123,1884
1206,2163,1884
1389,2163,1206
334,1196,1958
2310,334,1958
334,2310,1196
617,1078,2253
1729,1078,130
1078,1729,2253
1078,617,2420
560,1934,2377
899,560,2377
1934,560,1492
1375,713,444
2,1375,66
713,1375,1635
1375,2,2082
2459,800,1237
2459,1542,800
1542,2459,668
2459,1508,668
1678,2260,1239
2260,1678,1520
1520,1678,1996
1678,1964,1996
1964,1678,1239
1132,345,319
345,1132,1996
1282,1070,151
1282,275,1070
672,1282,151
275,1282,672
1244,1115,2049
1115,1244,2666
2664,1001,1170
1001,1094,1170
2665,1001,2664
1001,2665,1094
343,1355,797
1355,2012,797
2012,1355,1994
1355,343,319
73,1355,319
672,1355,73
1994,1355,672
1295,1069,1038
1631,1069,2487
2487,1069,1032
1069,1295,1032
1069,1631,2088
2050,689,1779
689,1493,1779
1493,689,2050
1318,1742,1120
1742,1318,129
1742,1058,1120
1058,1742,2002
1742,1493,2002
1493,1742,129
467,1946,1986
467,1278,1946
467,1986,2376
1889,1054,1578
129,1054,1938
1054,1889,1938
1578,1054,2376
1054,467,2376
374,1889,19
882,374,19
374,882,1719
1646,374,2113
374,1719,2113
996,374,1646
1889,374,996
2383,1865,871
805,2383,1253
2383,871,1253
2383,805,709
1865,2383,709
209,330,621
2031,330,1693
330,2031,621
330,2437,1693
2437,330,1288
330,71,1288
330,209,71
1697,442,2112
442,1697,870
633,1957,2008
1957,1410,2008
1957,633,1776
1410,1957,1776
1437,1410,999
2008,1437,1557
1410,1437,2008
1354,50,274
1971,1354,274
1971,861,968
641,861,1779
861,1971,1098
861,2050,1779
2050,861,1098
1143,865,1989
865,1143,1662
1662,1143,2359
2359,1143,999
1807,1297,82
1297,2461,82
1297,1807,2032
947,1297,2032
2461,1297,1150
1297,947,1084
1150,1297,1084
82,675,128
675,2461,128
2461,675,82
2633,2498,2632
2498,2633,2634
296,1591,533
296,1608,474
1288,296,474
1591,296,1288
296,1614,1608
1614,296,533
197,463,425
2327,197,425
463,197,1501
197,651,1501
651,197,141
1877,2327,1488
1004,2355,2172
2355,1004,59
1004,2320,59
2320,1004,2120
2284,1004,2172
1004,2284,2120
1375,2091,66
2091,1375,444
2091,2,66
2091,1448,2
1380,594,490
1380,702,594
2209,1380,490
1380,2209,466
702,1380,466
490,2297,640
594,2297,490
478,2297,594
2297,188,425
2297,463,640
463,2297,425
2284,1809,98
1809,478,98
478,2092,1886
2092,478,594
2092,702,1886
702,2092,594
491,458,741
491,1223,1545
458,491,1696
491,1231,1696
491,1545,1231
2682,22,2681
1223,22,2682
252,553,517
252,529,553
252,517,1397
529,252,1397
2156,427,553
529,2156,553
2156,529,427
465,55,495
465,1628,55
2200,465,495
1652,465,2200
1628,465,1652
1926,1107,179
1107,1926,2210
1926,1283,2210
104,862,2593
862,104,1014
2593,862,1182
862,1014,1182
2439,2200,2472
2439,1836,2200
329,2439,2472
759,2439,329
2439,759,2176
1836,2439,2176
1963,1931,268
1963,1068,2250
1931,1963,2250
2145,1699,2362
1283,2307,206
2307,1419,206
1419,2307,720
1926,2307,1283
1359,2230,2466
2230,1359,1823
1188,2386,2479
516,1188,2479
718,1188,516
2386,540,311
540,1857,647
311,540,647
540,2194,1857
2194,540,718
111,2142,603
2341,2142,111
603,2142,725
2142,2341,725
1619,725,2495
1619,1705,725
1705,1619,945
1619,1514,945
2325,1619,2495
1514,1619,2325
1,1817,304
1817,1,1918
1565,1817,1395
1817,1565,304
1817,349,1395
1817,1918,349
943,1784,1533
943,320,1784
943,1533,2001
320,943,2001
819,2272,7
1308,819,7
819,406,2272
819,1308,320
406,819,2001
819,320,2001
1364,1848,1674
1072,1848,1364
1303,830,2046
2229,2188,506
2188,1072,506
2188,2229,1428
2188,1428,1024
830,2188,1024
2353,1796,321
2353,2005,1481
2353,321,2005
21,2353,1481
2353,21,2140
1796,2353,2140
580,2443,1434
1141,580,1434
580,1141,2302
1699,1522,422
1522,1304,422
2145,666,1699
666,2145,1490
2099,663,916
1159,663,2099
663,1159,573
663,573,1087
916,663,1087
2293,2099,1694
2293,1159,2099
2293,1694,1985
2119,955,140
592,955,2306
2306,955,772
955,2119,772
1423,559,1633
1991,1423,1633
1423,1002,683
559,1423,683
1002,1423,833
1423,1991,833
2441,2427,1499
1414,2441,1499
2441,257,2427
2441,1414,257
571,950,2446
1454,950,1713
2446,950,1454
1713,950,1499
950,1414,1499
1899,656,1226
1198,656,1899
1490,656,2466
656,1198,2466
1775,2207,1359
2207,1408,1359
1408,2207,1775
534,194,1896
534,2266,2026
2266,534,1896
194,534,380
534,2026,2222
127,534,2222
380,534,127
1398,1158,620
1186,1398,620
1158,1398,1826
1398,1186,1826
78,1621,1686
1621,78,1661
1128,78,1686
1661,78,1128
602,2335,1686
1330,602,1686
602,1330,985
1319,1531,642
1774,1531,1319
1531,1249,642
1531,1774,1249
172,2431,1594
472,2431,172
2431,1544,1594
1544,2431,293
293,2431,134
2431,472,134
1257,2036,371
1257,1572,2492
1166,1257,2492
1257,1166,1839
1257,1839,908
2036,1257,908
2137,2109,371
2109,2137,1218
2109,1257,371
1257,2109,1572
470,2109,1218
2109,470,1572
1119,83,1172
908,1119,1172
1839,1119,908
1056,733,2214
638,733,1056
733,1166,2214
1166,733,1839
733,1119,1839
1119,733,83
733,638,95
733,95,1967
83,733,1967
1234,455,1703
1234,1738,455
2268,1234,1703
1738,1234,2268
1267,1564,1491
1267,1491,1546
735,1267,828
885,755,2438
755,531,2438
2399,755,885
755,2399,1042
1564,755,1042
1202,1634,2438
531,1202,2438
957,2114,1663
2114,957,1379
1379,957,1563
957,660,1563
660,957,148
2294,831,1526
2294,1383,831
1590,2294,1526
2294,1590,894
1366,2294,894
369,597,1860
597,369,2282
369,1021,2282
708,1074,1639
2221,1074,708
1074,312,1639
312,1074,2155
1893,1074,2221
2392,1028,1900
1028,2392,2155
2155,2392,1394
2392,2245,1394
233,1754,928
63,233,928
1754,233,1534
233,1813,1534
233,63,1813
1381,2103,35
1381,2338,2282
1381,35,2338
2103,54,483
1021,54,2282
54,1381,2282
1381,54,2103
2425,2103,483
2103,2425,1663
2425,957,1663
1736,692,859
692,384,1800
372,692,1736
384,692,372
105,692,1800
859,692,105
91,395,2410
395,91,589
1535,395,589
395,1535,2483
1441,972,1269
2410,1441,1269
1441,1452,972
1452,1441,2483
395,1441,2410
1441,395,2483
2164,872,1740
872,2164,2022
2022,2164,1969
370,200,719
607,200,370
2245,200,1655
1655,200,2192
200,607,2192
1125,1219,1594
1144,1219,1125
1594,1219,2125
1219,1144,2125
568,368,1071
1071,368,247
368,568,2027
2215,368,2223
247,368,2215
368,2027,1325
368,2140,2223
2140,368,1325
749,1459,413
749,556,1459
1165,250,1081
1165,1535,589
1535,1165,1081
1055,1165,589
250,1165,1055
250,1890,1081
2326,1890,1856
1081,1890,2326
1890,778,1856
778,1890,1929
1890,250,1055
1890,79,1929
1890,1055,79
494,210,1338
494,2287,210
494,1338,359
494,359,1687
2287,494,1687
1078,2054,130
2054,1078,2420
130,2054,1715
2054,2420,1715
2115,2082,1492
2115,1375,2082
1375,2115,1635
69,661,218
69,1680,1237
800,69,1237
661,69,800
1680,107,1237
2459,107,1508
107,2459,1237
1508,107,2377
107,899,2377
242,1980,319
345,242,319
1980,242,1852
1852,242,1996
242,345,1996
2665,1803,1094
1803,2012,1094
2012,1803,2049
1803,1244,2049
2497,874,1038
1069,2497,1038
874,2497,2088
2497,1069,2088
1714,1318,1278
467,1714,1278
1054,1714,467
1318,1230,129
1230,1054,129
1714,1230,1318
1230,1714,1054
870,2417,1589
1697,2417,870
2417,2112,1589
2417,1697,2112
1557,843,639
1437,843,1557
639,843,1755
843,1989,1755
843,1143,1989
843,1437,999
1143,843,999
1346,1971,1045
1346,1354,1971
1354,1346,50
1346,997,50
997,1346,1045
1910,861,641
861,1910,968
1910,641,2113
1719,1910,2113
1910,1719,968
1350,197,2327
1877,1350,2327
1350,444,452
1472,1350,452
1447,2091,444
2091,1447,1448
1448,1825,1488
1825,1877,1488
1447,1825,1448
1825,1350,1877
1350,1825,444
1825,1447,444
1809,868,478
2297,868,188
868,2297,478
868,2284,188
868,1809,2284
900,491,741
491,900,1223
900,22,1223
22,900,2681
900,29,2681
825,900,741
29,900,825
2087,268,206
1419,2087,206
2087,1419,268
2307,846,720
918,2230,1823
572,918,1823
1068,918,572
1188,911,2386
911,540,2386
911,1188,718
540,911,718
1859,1303,2046
1303,1859,1347
1560,1859,2046
1347,1859,1560
1617,1303,1347
1617,1347,2187
1617,1848,1072
1617,2187,1674
1848,1617,1674
2188,1617,1072
24,392,2443
580,24,2443
392,24,2302
24,580,2302
939,1522,1699
666,939,1699
1522,939,1304
1304,939,1451
939,666,720
939,846,1451
846,939,720
492,2293,1985
1182,492,1985
1014,492,1182
2293,492,1159
104,492,1014
1159,492,104
1414,1512,257
950,1512,1414
1512,950,571
955,1512,140
1512,955,592
257,1512,2484
1512,592,2484
1512,2085,140
1512,571,2085
656,2010,1226
1243,2010,2362
1226,2010,1243
2010,2145,2362
2145,2010,1490
2010,656,1490
2335,3,1063
602,3,2335
3,985,1063
3,602,985
828,1160,1546
1160,1267,1546
1267,1160,828
1267,2364,1564
2364,1993,155
2364,735,1993
2364,1267,735
1960,531,1664
1960,1202,531
1634,622,1379
622,2114,1379
1202,622,1634
2114,622,1202
2114,270,1663
270,2114,1202
2103,270,35
270,2103,1663
1960,270,1202
35,270,1664
270,1960,1664
1383,1822,133
2294,1822,1383
1822,2294,1366
1822,1366,1436
133,1822,1436
608,369,1860
369,608,1021
426,1028,2155
1074,426,2155
426,1893,1028
426,1074,1893
100,1900,719
100,2392,1900
1795,1754,148
1754,1795,928
1585,266,1740
266,2164,1740
266,1585,1435
266,1435,1969
2164,266,1969
2395,413,1310
2395,749,413
556,2395,1783
749,2395,556
1721,2115,1492
2115,1721,1680
560,1721,1492
1721,560,899
107,1721,899
1721,107,1680
1453,69,218
69,1453,1680
1453,2115,1680
2115,1453,1635
713,1453,218
1453,713,1635
294,2665,2666
294,1803,2665
1244,294,2666
1803,294,1244
197,813,141
1350,813,197
813,1735,141
1735,813,1786
813,1472,1786
813,1350,1472
1694,787,179
20,787,1694
787,1926,179
787,2307,1926
479,20,1451
846,479,1451
2094,666,1490
666,2094,720
918,2094,2230
2094,1490,2466
2230,2094,2466
2449,1419,720
2094,2449,720
2449,2094,918
408,2188,830
408,1617,2188
1303,408,830
1617,408,1303
2364,1763,1564
1763,755,1564
755,1763,531
531,1763,1664
1763,2338,1664
2338,1763,155
1763,2364,155
1880,100,719
100,1880,2392
200,1880,719
2392,1880,2245
1880,200,2245
1795,705,928
705,1893,928
705,2396,1893
1893,1236,1900
2396,1236,1893
1900,1236,1352
230,2126,483
2126,230,147
2126,2425,483
2425,2126,957
957,2126,148
2126,1795,148
678,54,1021
608,678,1021
230,678,608
54,678,483
678,230,483
120,2396,147
230,120,147
120,1236,2396
120,608,1860
120,230,608
120,1860,1352
1236,120,1352
1819,1310,1783
2395,1819,1783
1819,2395,1310
2204,846,2307
787,2204,2307
1180,2449,918
1963,1180,1068
1180,918,1068
1180,1963,268
1419,1180,268
2449,1180,1419
2396,1104,147
705,1104,2396
1104,705,1795
1104,2126,147
2126,1104,1795
850,2204,787
850,787,20
479,850,20
850,479,846
2204,850,846
